,date,year,month,day,press,nouns_contents,label
7220,2022-03-17,2022,3,17,국제뉴스,DGB 대 구 은행 은행 장 임성훈 복잡하다 조건 없이 기본 집중 할인 혜택 트렌디 디자인 을 반영 DGB Z 체크카드 출시 통해 서 MZ 세대 집중 공략 수 있다 뿐 아니다 MZ 세대 이외 고객 층 에도 충분하다,1
7221,2022-01-24,2022,1,24,조세일보,DGB 대 구 은행 24일 부터 신용 보증 재단 연 계해 개인 사업자 소 상공 을 위 비대 보증 신청 플랫폼 DGB 희망 플러스 특례 보증 대출 서비스 실시 대출 을 신청 소 상공 대구 은행 모바일 뱅킹 앱,1
7222,2020-01-08,2020,1,8,매일신문,DGB 대 구 은행 2020년 새해 맞다 해 계획 을 실천 고객 을 대상 경자 야 대 카 쥐 이벤트 실시 DGB 대 구 은행 비대 IM 뱅크 웹 뱅킹 채널 을 통해 신용카드 신규 발급 후 다음 달 말 까지 누적,1
7223,2019-06-21,2019,6,21,컨슈머타임스,최 위원장 21일 대구광역시 북구 대구 은행 제 2 본점 에서 열리다 DGB 피우다 FIUM 랩 개소식 참석 핀 테크 기업 글로벌 유니콘 성장하다 수 있다 하반기 핀 테크 스케일 업 전략 을 추진,1
7224,2020-10-06,2020,10,6,NSP통신,2020 첫 대 카 DAY 2020 명 호텔 숙박 권 안마 의자 에어팟 프로 등 힐링 경품 증정 최병수 기자 DGB 대구 은행 139130 창립 53 주년 을 기념 BC 카드 이용 고객 을 대상 다양하다 경품 을 추첨 증정 대 카 DAY,1
7225,2022-03-08,2022,3,8,경북매일신문,DGB 대 구 은행 은행 장 임성훈 대구 지방 보훈청 청장 장정 교의 2022 함께 위험 제로 안전 풀 프로젝트 사업 후 원금 1천만 원 을 전달 lt,1
7226,2020-12-31,2020,12,31,CEO스코어데일리,성금 DGB 대구 은행 하이 투자 증권 등 8 개 전 계 열사 직원 참여 직원 급여 1% 나눔 기금 조성 돼다 올해 DGB 사회 공 헌 재단 코로나 19 로 도움 필요하다 취약 계층 지원 앞장서다 오다 총 7000만원,1
7227,2020-11-29,2020,11,29,대구신문,DGB 대 구 은행 고객 금융 자산 을 보호 하고 고객 알권리 충족 을 위해 다음 달 1일 부터 달 간 장기 미거 래 신탁 계좌 찾다 캠페인 을 실시 29일 밝히다 장기 미거 래 신탁 계좌 찾다 주기 신탁 만기일,1
7228,2020-09-03,2020,9,3,더벨,DGB 금융 메 트릭 스 체제 도입 차원 에서 신설 조직 이다 상무 2019년 하이 투자 증권 비상 이사도 맡다 바 있다 상무 기존 WM 업무 더불다 수도권 영업 활성화 및 마케팅 전략 을 책임지다 예정 이다 대구 은행,1
7229,2021-10-07,2021,10,7,시사뉴스,DGB 대 구 은행 은행 장 임성훈 6일 수 경북 신용 보증 재단 이사장 김세환 경북 소 기업 소 상공 금융 지원 업무 협약 을 체결 밝히다 경북 구미시 경북 신용 보증 재단 본점 에서 진행 되다 날 협약 식,1
7230,2022-03-10,2022,3,10,내일신문,이번 금융 지원 에는 우리카드 SC 제 일 은행 하나카드 BC IBK 기업은행 DGB 대구 은행 BNK 부산 은행 BNK 경남 은행 BC 바로 카드 등 8 개 BC 카드 회원 사가 참여 BC 카드 관계자 국가 적 재난 사태 대해 지자체 유관 기관 등,1
7231,2021-10-19,2021,10,19,시사저널,대구 은행 모바일 앱 개발 변호사 등 전문 역 4 개 직종 모집 DGB 대 구 은행 금융 디지털 경쟁력 내부 통제 강화 위해 달 29일 까지 전문 역 4 개 직종 을 공개 모집 19일 밝히다 모집 직종 모바일 APP 개발,1
7232,2020-08-12,2020,8,12,경북매일신문,DGB 대구 은행 제공 DGB 대 구 은행 지역 연 팀 삼성 라이온즈 홈 경기 의료 진 등 코로나 19 확산 방지 힘쓰다 관계자 초청 DGB 덕분 존 을 운영 12일 밝히다 DGB 대 구 은행 지난 11일,1
7233,2021-02-17,2021,2,17,글로벌이코노믹,DGB 대 구 은행 금융 플랫폼 IM 뱅크 이용 고객 100만 명 을 돌파 17일 밝히다 대 구 은행 리뉴얼 비대 금융 플랫폼 완만 성장 을 기념 위해 다양하다 이벤트 펼치다 2019년 9월 선보이다 IM 뱅크,1
7234,2019-10-04,2019,10,4,컨슈머타임스,서비스 오다 2020년 5월 출시 되다 예정 이다 DGB 대 구 은행 오다 2020년 4월 환전 업무 항공사 위탁 은행 을 방문 않다 공항 체크 과정 에서 외화 현찰 로 주다 서비스 시행 외 에도 케이에스 넷,1
7235,2022-04-28,2022,4,28,경북일보,DGB 대 구 은행 2022년 해 ESG 경영 원년 삼다 다양하다 ESG 경 영 활동 을 있다 대 구 은행 지난 27일 오후 임성훈 은행 장 을 비롯 직원 대구시 중구 반월당 골목 상권 평화시장 봉덕 신 시장,1
7236,2021-01-19,2021,1,19,연합뉴스,DGB 대 구 은행 19일 신종 코로나바이러스 감염증 코로나 19 상황 에서 다양하다 지원 활동 을 것 관련 대 구시로 부터 감사패 받다 대 구 은행 지난해 2월 코로나 19 금융 지원 특별 대출 코로나 19 분할 상환,1
7237,2019-09-24,2019,9,24,대구일보,날 협약 식 DGB 금융 주의 자회사 DGB 대 구 은행 주최 2019 DGB 금융 그룹 Volvik 대구 경북 오픈 치러지다 골프 존 카운티 선산 에서 열리다 협약 식 에는 김태오 DGB 금융 지주 회장 김영찬 골프 존뉴딘 그룹,1
7238,2020-02-24,2020,2,24,에너지경제,DGB 대 구 은행 코로나 19 확산 따르다 지역 위기 극복 을 위해 대 적십자사 대 구 경북 지사 통해 대구광역시 및 경상북도 성금 10억원 을 전달 24일 밝히다 DGB 대 구 은행 코로나 19 바이러스 확산 피해,1
7239,2021-10-07,2021,10,7,브레이크뉴스,DGB 대 구 은행 은행 장 임성훈 창립 54 주년 을 기념 10월 달 간 BC 카드 개인 고객 다양하다 할인 이벤트 진행 7일 밝히다 먼저 10월 1일 부터 선착순 1만 건까지,1
7240,2019-11-04,2019,11,4,파이낸셜뉴스,고객 에게 혜택 DC 을 더 해주다 DGB 대구 은행 BC 카드 대 카 함께 DGB 대구 은행 이하 대 구 은행 모바일 웹 IM 뱅크 통해 카드 발급 받다 사용 고객 을 대상 아이폰 11 다이슨 에어 랩 등 을 증정 비대,1
7241,2020-03-27,2020,3,27,CNB뉴스,동남아시아 시장 개척 박차 가하다 있다 DGB 대 구 은행 자회사 캄보디아 현지 법인 DGB 특수은행 지난 2017년 대 구 은행 캄보디아 금융업 진출 아시아 네트워크 교두보 로 확보 곳 이다 그룹 차원,-1
7242,2020-07-01,2020,7,1,뉴스웍스,DGB 대 구 은행 고객 편의 성 증대 위해 모바일 앱 IM 뱅크 송금 요청 및 더치페이 메뉴 개선 IM 뱅크 송금 요청 기능 이번 서비스 업그레이드 로 새롭다 추가 되다 것 별도 계좌 번호 외우다 받다 않다,1
7243,2020-08-31,2020,8,31,미디어펜,DGB 대 구 은행 다음 달 1일 부터 11월 말까지 3 개월 동안 경제 적 어려움 을 겪다 있다 금융 소외 계층 을 대상 DGB 새 희망 신용 회복 지원 프로그램 을 실시 31일 밝히다 사진 DGB 대구 은행 이번 프로그램 지역,1
7244,2021-10-14,2021,10,14,대구신문,DGB 대 구 은행 남구청 코로나 19 로 어려움 을 겪다 있다 지역 외식 상권 활성화 위해 남구청 맛집 홍보 UCC 공모전 먹다 튜브 랑 숨맛꼭질 을 공 동 개최 14일 밝히다 이번 공모전 지난 6월 체결 되다 남구,1
7245,2022-04-28,2022,4,28,대구일보,같다 호실 적 지난해 8월 부터 이어진 차례 기준금리 인상 DGB 대 구 은행 을 비롯 그룹 사의 이자 이익 전 년 동기 대비 121% 증가 반면 대손충당금 전입 액 판매관리 비다 안정 적 수준 에서 관리 되다,1
7246,2021-09-13,2021,9,13,경상매일신문,DGB 대 구 은행 오다 24일 까지 내부통제 및 금융 소비자 보호 강화 전문 분야 특화 위해 사내변호사 및 감정평가사 전 문 역 을 공개 채용 분야 별 경력 2년 이상인 사람 학벌 및 성별 나이 제한 없다,1
7247,2021-12-02,2021,12,2,시장경제신문,5 성 호텔 숙박 권 스마트워치 경품 행사 시장경제 양일 국 기자 사진 DGB 대구 은행 제공 DGB 대 구 은행 마이 데이터 기반 개인 자산 관리 서비스 오픈 하고   이르다 기념 매일 5 성 급 호텔 숙박 권 스마트 워치 등 을 추첨,1
7248,2021-10-29,2021,10,29,아시아경제,DGB 금융 지주 또한 3분 기 누적 순 익 4175억원 전 년 동기 견줘 470% 증가 세 분기 만해 지난해 순 익 을 넘어서다 주력 계열 사인 대 구 은행 이익 개선 돼다 하이 투자 증권 캐피탈 등 비 은행 계열 사의,1
7249,2020-07-11,2020,7,11,열린뉴스통신,DGB 자영 업자 무료 강의 이춘 호 외식 칼럼니스트 사진 대구 은행 © YBS 뉴스 통신 DGB 대 구 은행 은행 장 김태오 지역 소상 공인 및 자영 업자 매출 증대 통한 지역 경제 활성화 위해 실시 하고 있다 DGB 희망 두 배 로 OPEN 교육,1
7250,2019-08-02,2019,8,2,컨슈머타임스,금융 권 관계자 DGB 금융 자회사 대 구 은행 을 통해 투자 케이 뱅크 분 을 늘리다 데 법적 문제 없다 것 라며 다만 추가 투입 따르다 부담 만치 않다 이르다 감당 수 있다 의문 이라고 말,-1
7251,2021-01-08,2021,1,8,SR타임스,DGB 대 구 은행 탈 중앙 화 신원 증명 DID 기반 모바일 사 원증 을 시범 발급 밝히다 블록 체인 기반 기술 활용 을 위 기술 보유 기업 과의 제휴 위 DID 기반 모바일 사 원증 DGB 금융 그룹 스타트업 지원,1
7252,2022-04-11,2022,4,11,헤럴드경제,편의점 세븐일레븐 DGB 대 구 은행 금융 채널 혁신 및 리테일 신 사업 추진 을 위 전략 적 업무 협약 을 체결 11일 밝히다 이번 업무 협약 을 통해 양사 편의점 은행 경계 허문 퓨전 형 특 화 채널 구축,1
7253,2021-05-02,2021,5,2,에너지경제,DGB 대구 은행 1분 기 순이익 915억원 1년 전 비다 163% 상승 지방 금융 지주 지역 경제 침체 코로나 19 까지 맞다 물리다 한동안 암흑 터널 을 지나다 있다 올해 은행 부문 비 은행 부문,1
7254,2021-08-11,2021,8,11,비즈니스포스트,DGB 대 구 은행 하나 통장 여러 증권사 증권 계좌 연결하다 수 있다 서비스 내놓다 DGB 대 구 은행 증권 연 계 예금 계좌 최대 12 개 증권사 증권 계좌 동시 개설 수 있다 계좌 동 시 개설 서비스,1
7255,2022-02-28,2022,2,28,대한금융신문,DGB 대 구 은행 은행 장 임성훈 28일 월부터 간편 가입 을 통해 번 담보 대출 을 비교 해주다 플랫폼 뱅크 몰다 모바일 무 방문 전세 자금 대출 서비스 실시 밝히다 특판 1000억원 을 선착순 판매 선착순,1
7256,2021-10-12,2021,10,12,시사뉴스,DGB 대 구 은행 은행 장 임성훈 12일   오전 대구 북구 산격 종합 사회 복지관 에서 대 적십자사 대구 지사 회장 송준기 함께 사랑 도시락 전달 행사 실시 여전하다 지속 되다 코로나 19 영향 외부 지원,1
7257,2022-02-07,2022,2,7,뉴시스,이번 캠페인 DGB 금융 지주 첫 시작 3월 DGB 대구 은행 4월 DGB 신용정보 및 DGB 유 페이 등 전 계 열사 로 확산 하고 혹 서기 나 휴가 집중 기간 을 제외 하고 연중 릴레이 방식 추진 특히 이번 캠페인 지역 사회,1
7258,2019-07-11,2019,7,11,머니투데이,T 하이파이브 적금 출시 50일 만에 가입자 5만 달성 이종 산업 간 제휴 로 지역 한계 극복 DGB 대 구 은행 SK 텔레콤 핀 테크 업체 핀 크다 손잡다 출시 T 하이파이브 T high 5 적금 대박 을 치다 이종 異種,1
7259,2019-10-31,2019,10,31,서울경제언론사 선정,DGB 금융 대 구 은행 같다 기간 159% 줄어들다 2365억원 을 나타내다 JB 금융 호실 적 3월 취임 김기홍 회장 비용 절감 체질 개선 노력 영향 크다 것 해석 되다 조직 슬림화 취임 일 성 내 세운,1
7260,2022-02-19,2022,2,19,아시아에이,DGB 대구 은행 SNS 홍보단 디 플 2 기 발대식 사진 DGB 대구 은행 DGB 대구 은행 SNS 홍보단 DGB Player 디 플 2 기 발대식 DGB 대 구 은행 디지털 을 통한 소통 및 브랜드 이미지 제 위해 대국민 SNS 홍보단 DGB Player 디 플 이하,1
7261,2019-12-01,2019,12,1,한국금융신문,오픈 재무 자문 서비스 제도 실시 DGB 대 구 은행 고객 중심 영업 실천 PBVM 다짐 대회 실시 김태오 은행 장 고객 우선 되어다 강조 대 구 은행 투자자 보호 고객 우선 을 위 직원 마인드,1
7262,2022-02-15,2022,2,15,메트로신문,DGB 대구 은행 DGB 대 구 은행 삼일절 맞이 애국심 고양 저축 장려 위해 우대금리 적용 DGB 삼일절 예 적금 및 DGB 주 거래 우대 예금 을 판매 15일 밝히다 두 제품 모두 조건 별 우대금리 적용 되다 특히,1
7263,2020-06-23,2020,6,23,더퍼블릭,DGB 대 구 은행 다양하다 투자 상품 제공 을 위해 2326일 나흘 간 인터넷 뱅킹 을 통해 공모 형 주가지수 연 계 펀드 ELF 판매 판매 상품 ▲ Samp,1
7264,2021-03-24,2021,3,24,글로벌이코노믹,비상 장사 해당 지배구조 등급 공시 지방 은행 경우 DGB 대 구 은행 B 받다 BNK 부산 은행 BNK 경남 은행 JB 전북 은행 JB 광주 은행 모두 A 등급 을 기록 DGB 대 구 은행 코로나 19 피해 기업 을,-1
7265,2022-04-28,2022,4,28,이데일리,DGB 금융 지주 139130 늘다 1분 기 연결 기준 영업 이익 2284억 9000만원 전 년 보다 281% 증가 28일 자회사 대 구 은행 1분 기 연결 기준 영업 이익 1464억 900만원 전 년 동기 대비 247% 증가,1
7266,2019-06-20,2019,6,20,매일신문,행사 에는 이상길 대구시 행정부 시장 기다 조 행정안전부 재난 안전 관리 본부장 김태오 DGB 대 구 은행 장 김대 권 수성구 청장 박영수 한국 시설 안전 공단 이사장 등 참석 지진 안전 시설 물 인증 내진 성능 물론,1
7267,2019-05-18,2019,5,18,아시아타임즈,창립 기념일 다음 날인 주말 18일 개최 되다 행사 지역 아동 센터 관련 아동 등 1200 여명 을 초청 DGB 대구 은행 제 2 본점 지하 3 층 에서 4 층 까지 구간 을 총 8 개 기획 구간 에서 드론 체험 요리 시간 에어 바운스,1
7268,2021-01-05,2021,1,5,쿠키뉴스,▲ DGB 대 구 은행 다음 달 28일 까지 IM 뱅크 럭키 세븐 드림 위 크다 이벤트 진행 DGB 대구 은행 제공 DGB 대 구 은행 다음 달 28일 까지 2 달 간 IM 뱅크 럭키 세븐 드림 위 크다 이벤트 진행 5일 밝히다,1
7269,2021-05-17,2021,5,17,인더뉴스,추첨 통해 상품권 증정 인더 뉴스 이정훈   기자 ㅣ DGB 대 구 은행 은행 장 임성훈 바이오인증 서비스 활성화 위해 다음 달 27일 까지 손바닥 바이오 정보 등록 이벤트 실시 17일 밝히다 해당 이벤트,1
7270,2019-10-11,2019,10,11,메트로신문,DGB 대 구 은행 태풍 밉다 탁 피해 입다 경북 지역 재민 을 위해 대 적십자사 경북 지사 성금 2000만 원 을 전달 이번 성금 모금 경북 영덕 울진 지역 태풍 피해 재민 및 재난 취약 계층 을 위,-1
7271,2021-08-21,2021,8,21,영남일보,지난 20일 경북 칠곡군 왜관읍 세븐 밸리 CC 컨트리클럽 파 72 에서 영남 일보 주최 DGB 대 구 은행 투자 증권 후원 열리다 이번 대회 8 강전 에서 대 중금속 공고 상주고 맞다 5 업 UP 넉넉하다 앞서다 4 강 안 착하다,1
7272,2021-09-03,2021,9,3,청년일보,DGB 대 구 은행 9월 30일 까지 업체 당 10억원 한도 로 5천억원 규모 로 추석 특별 자금 을 대출 대출 기간 일 시 상환 방식 1년 분할 상환 방식 거치 기간 없이 최대 5년 이며 신용 상태 나 담보 여부 등 따르다 최대,1
7273,2019-07-15,2019,7,15,매경이코노미,DGB 금융 지주 대 구 은행 은행 지난 3월 사외이사 로 김택동 씨 각각 선임 이후 수 개월 지나다 겸직 금지 규정 을 위반 사실 확인 되다 중도 퇴 임해 논란 김 사외이사 레이크 투자 자문,-1
7274,2019-06-23,2019,6,23,대경일보,DGB 대 구 은행 전국 최초 지진 안전 시설 물 인증 을 획득 지난 21일 행정안전부 로부터 인증서 및 인증 명판 을 수여 받다 민간 분야 제 1 호로 지진 안전 시설 물 인증 을 받다 인증 식 에는 기다 조 행정안전부 재난 안전 관리,1
7275,2021-02-09,2021,2,9,NSP통신,김하연 기자 DGB 금융 139130 4분 기 NIM 177% 로 1 bp 상승 11 개 분기 만에 상승 전환 은행 채 금리 게다가 대구 은행 예대율 966% 로 타 행 보다 크게 낮다 점 에서 예대율 상향 따르다 마진 개선 요인,1
7276,2021-11-09,2021,11,9,디지털타임스,대 구 행복 페이 로 결제 시 10% 추가 할인 DGB 대 구 은행 지역 소상 공인 부담 완화 및 지역 경제 활성화 위해 운영 하고 있다 대구 형 공공 배달 앱 대구 로 활성화 위해 올해 연말 까지 할인 이벤트 연장 실시 9일,1
7277,2019-10-08,2019,10,8,브레이크뉴스,▲ DGB 대구 은행 제 2 본점 전경 CDGB 금융 그룹 제공 그동안 대구시 금고 업무 수행 해오다 현 금고 제 1 금고 대구 은행 제 2 금고 농협 은행 약정 기간 4년 올해 말로 만료 되다 대구시 세입 관리 담당자 제 1 금고,1
7278,2019-05-14,2019,5,14,에너지경제,DGB 대 구 은행 2 개 전북 은행 광주 은행 각각 1 개 해외 점포 가지 있다 경남 은행 제 주 은행 해외 점포 없다 특히 부산 은행 베트남 호치민 지점 2016년 8월 지역 은행 중 처음 개설 되다 영업 점,1
7279,2020-06-02,2020,6,2,쿠키뉴스,대 구 행복 페이 DGB 대구 은행 전 영업 점 을 통해 판매 되다 14 세 이상 이면 주소지 상관없다 누구 나 구입 가능하다 발행 후 4 개월 동안 10% 특별하다 율 적용 돼다 충전 및 구매 시 10% 선 할인 을 받다 수 있다,1
7280,2021-10-28,2021,10,28,브레이크뉴스,DGB 대 구 은행 은행 장 임성훈 27일 대구 시공사 사장 이종덕 대구 시공사 함께 소중하다 동행 펀드 업무 협약 을 체결 밝히다 이번 협약,1
7281,2021-04-29,2021,4,29,파이낸셜투데이,DGB 금융 그룹 실적 개선 원인 시장 금리 하락 세 진정 되다 따르다   대 구 은행 이자 이익 회복 비 은행 계열 사인 하이 투자 증권 DGB 캐피탈 등 이익 증가 세 지속 을 꼽았다 금융 지주사 주요 관리 지표 중,1
7282,2021-12-17,2021,12,17,아이뉴스24,DGB 대 구 은행 대구광역시 남구청 지난 16일 대구시 남구 지역 소 상공 자영 업자 홍보 매출 활성화 위해 진행 먹다 튜브 랑 숨맛꼭질 유튜브 공모전 시상식 을 개최 17일 밝히다 지난 10월 12일 부터,1
7283,2020-05-10,2020,5,10,뉴스웨이,DGB 대구 은행 경 산사 랑 봉사 단 에서는 지난 8일 어버이날 을 맞다 경산시 용다 마을 회관 에서 사랑 밥상 후 원금 1 백만원 을 마을 전달 경산 사랑 봉사 단 직원 매년 어버이날 마을 을 방문 동 어르신 을,1
7284,2021-03-28,2021,3,28,대구일보,이로써 DGB 금융 그룹 대구 은행 노조 중심 제기 되다 김 회장 연 반대 목소리 등 을 한번 불 식 시키다 CEO 불확실 성 을 제거 특히 김 회장 캄보디아 금융 사고 이슈 속 에서도 97% 압도 적 지지 로,-1
7285,2019-08-21,2019,8,21,글로벌경제,금융 헬 스케 어의 만남 4 차 산업 시너지 DGB 생활 금융 플랫폼 IM 샵 건강 서비스 제공 IM 샵 어플 통해 대사 증후군 생체 나이 확인 오다 9월 IM 샵 어플 정식 출시 DGB 대 구 은행 은행 장 김태오 21일 본점 에서,1
7286,2020-10-18,2020,10,18,아주경제,대구시 DGB 대 구 은행 공동 주최 이번 경진 대회 올해 두 번 째 로 지역 문제 공공 민간 함께 고민 하고 해결 취지 에서 주제 참여 자격 제한 없이 공모 대상 1 팀 최우수상 1 팀 우수상 3 팀,-1
7287,2022-02-03,2022,2,3,위클리오늘,DGB 대 구 은행 금융 디지털 기술 금융 경쟁력 및 내부통제 강화 위해 달 4일 부터 14일 까지 ▲ 모바일 앱 개발 ▲ 기술 평가 ▲ 변호사   전 문 역 을 공개 채용 해당 분야 경력 있다 자로 학벌 및 성별 나이 제한,1
7288,2020-12-22,2020,12,22,쿠키뉴스,▲ DGB 대구 은행 제공 DGB 대 구 은행 IM 뱅크 애플리케이션 앱 에서 은행 뿐 아니다 증권사 상호금융 계좌 까지 번 조회 하고 이체 수 있다 서비스 22일 밝히다 대 구 은행 따르다 상호금융 수협 신협,1
7289,2020-12-24,2020,12,24,노컷뉴스,DGB 대 구 은행 은행 장 임성훈 내년 에도 착하다 임대 운동 동참 대 구 은행 코로나 19 장기 화 재 확산 인하다 침체 되다 지역 경제 힘 되다 어려움 을 함께 극복 의미 로 내년 에도 착하다 임대료 운동 을,1
7290,2020-03-30,2020,3,30,NSP통신,어려움 을 겪다 있다 지역 지역 민 을 위해 대구시 5억원 경상북도 5억원 총 10억원 을 전달 것 이다 DGB 대구 은행 노동조합 주관 은행 직원 참여 성금 1억원 DGB 금융 그룹 직원 성금 5천만 을 모으다,1
7291,2020-12-08,2020,12,8,청년일보,업무 협약 참여 시중 은행 국민은행 신한은행 우리은행 중소기업 은행 하나은행 DGB 대구 은행 NH 농협 은행 이다 앞 신 보 협약 따르다 한국 로봇산업 진흥 원 추천 유망 로봇 기업 협약 보증 을 지원,1
7292,2021-10-29,2021,10,29,더벨,DGB 대 구 은행 월별 순 이자 마진 NIM 상승 추세 3분 기 전체 NIM 하락 3 개월 변동 금리 비중 상당하다 만큼 4분 기에는 반등 예상 되다 3분 기에는 PF 셀 다운 규모 축소 고정 이하 여신 NPL 밉다 매각 등,-1
7293,2021-07-30,2021,7,30,이뉴스투데이,DGB 금융 주의 상반기 순이익 전 년 동기 대비 46% 증가 2788억원 이다 핵심 계열 사인 대 구 은행 상반기 순이익 1927억원 전 년 동기 대비 388% 늘다 비 은행 계열 사인   하이 투자 증권 전 년 동기 대비 798,1
7294,2021-06-03,2021,6,3,아시아타임즈,지주 직원 대상 백신 접종 휴가 실시 뒤 대 구 은행 하이 투자 증권 DGB 생명 DGB 캐피탈 등 전 계 열사 로 확대 계획 이다 백신 접종 당일 다음 날 충분하다 휴식 을 취할 수 있다 기본 2일 공 가유 급 휴가,1
7295,2021-07-23,2021,7,23,인더뉴스,안면 인식 실명 확인 기술 혁신 금융 서비스 지정 인더 뉴스 노혜정 인턴 기자 ㅣ DGB 대 구 은행 은행 장 임성훈 언택트 금융 확산 따르다 고객 편의 제 간편   금융 절차 제공 을 위 안면 인식 기술 활용 대면,1
7296,2020-02-06,2020,2,6,헤럴드경제,DGB 금융 주의 자회사 대 구 은행 지난해 연결 기준 영업 이익 3681억 6072만원 전 년 대비 145% 증가 6일 공시 같다 기간 매출 액 2조 6652억원 4% 늘어나다 것 나타나다 당 기 순이익,1
7297,2022-03-21,2022,3,21,이뉴스투데이,DGB 대구 은행 부산 영업 부와 하이 투자 증권 부산 중앙 WM 센터 결합 되다 DIGNITY 부산 센터 부산 진구 범일 로 181 위치 사학 연금 부산 센터 이다 DGB 금융 2020년 10월 DIGNITY 센텀시티 센터 오픈 이후 1년,1
7298,2021-10-14,2021,10,14,메트로신문,DGB 대 구 은행 고객 수익률 향상 및 만족도 제 위해 달 부터 비대 IRP 신규 고객 을 대상 수수료 전액 면제 중이 인터넷 뱅킹 이나 모바일 앱 IM 뱅크 통해 지난 1일 이후 가입 고객 을 대상,1
7299,2022-02-01,2022,2,1,한국금융신문,이다 대구 은행 DGB 주 거래 우대 예금 첫 만남 고객 형 153% 신한은행 신한 S 드림 정기예금 150% ‧ 쏠 편하다 정기예금 150% NH 농협 은행 은행 장 권준 학 NH 내 그린 Green 초록 세상 예금 140% 하나은행,1
7300,2020-12-03,2020,12,3,대구신문,DGB 대 구 은행 3일 달성군 구지면 응암 리 신축 건물 준공 식 을 갖다 대 구 국가 사다 지점 개점 행사 실시 밝히다 대 구 국가 산업 단지 대구 유일 국가 산업 단지 이자 지역 우수하다 기업 1만 2천 세대의,1
7301,2020-02-04,2020,2,4,뉴시스,DGB 대 구 은행 신종 코로나 바이러스 감염증 우한 폐렴 피해 관련 기업 초기 정상화 유도 지역 대표 은행 사회 적 책임 을 위해 1000억원 규모 특별 자금 을 지원 4일 밝히다 신종 코로나 바이러스,1
7302,2022-03-20,2022,3,20,한국금융신문,DGB 대구 은행 내 만들다 보너스 적 금은 연 205% 금리 적용 우대금리 최대 080% p 비대 채널 신규 가입 020% p 마케팅 활용 상품 안내 수단 전체 동의 020% p 자동 이체 로 8회 이상 입금 020% p 원금 합계,1
7303,2021-07-08,2021,7,8,이코노미스트,DGB 대 구 은행 비대 신용 대출 신규 취급 실적 1조원 을 넘어서다 신종 코로나바이러스 코로나 19 로 고객 관심 을 받다 비대 금융 서비스 에서 차별 화 두다 상품 을 내놓다 대출 규모 빠르다 늘어나다 것,1
7304,2020-09-08,2020,9,8,아시아경제,DGB 대 구 은행 추석 을 앞두다 신종 코로나바이러스 감염증 코로나 19 재 확산 등 어려움 을 겪다 있다 지역 중소기업 및 소 상공 을 대상 특별 자금 을 지원 대 구 은행 추석 명절 을 앞두다 일시 적,1
7305,2021-03-16,2021,3,16,경북신문,DGB 대 구 은행 오다 26일 주주총회 앞두다 최고 책임자 문책 론 불거지다 곤혹 있다 DGB 금융 그룹 김태오 회장 캄보디아 현지은 행인 대구 은행 스페셜라이즈드 뱅크 DGB SB 사옥 매입 사기 논란 태풍 눈,-1
7306,2019-10-21,2019,10,21,경상매일신문,DGB 대 구 은행 한국 가스 공사 한국 가스 공사 본점 에서 21일 저 금리 금융 지원 확대 및 지역 경제 활성화 위 더 좋다 지역 경제 위 상생 펀드 업무 협약 을 체결 DGB 대 구 은행 한국 가스 공사 함께 200억 원,1
7307,2021-06-16,2021,6,16,조선비즈,DGB 대 구 은행 MZ 세대 타깃 비대 상품 판매 율 전 년 대비 40% 증가 대구 경북 55 곳 명소 방문 은행 앱 위치 인증 연 최고 240% 금리 제공 DGB 핫 플 적금 시즌 별 가입 고객 에게,1
7308,2021-11-15,2021,11,15,경북도민일보,DGB 대 구 은행 대구 은행 BC 카드 단독 네이버 페이 카카오 페이 온라인 간편 결제 할인 이벤트 진행 15일 밝히다 15일 부터 실시 되다 이번 이벤트 BC 카드 앱 에서 마이 태그 참여 후 혜택 을 받다 수 있다,1
7309,2021-01-12,2021,1,12,시사뉴스,기존 전화 상담 원 대신 알림 톡 고객 참여 방식 변경 올해 부터 고객 만족도 조사 모바일 로 실시 하고 매월 100 명 을 추첨 모바일 기프티콘 을 증정 고객 중심 소비자 보호 활동 실천,1
7310,2020-06-02,2020,6,2,경상매일신문,대 구 행복 페이 대구시   지역 DGB 대구 은행 전 영업 점 을 통해 판매 되다 14 세 이상 이면 주소지 상관없다 누구 나 구입 가능하다 발행 후 4 개월 동안 6 9월 10% 특별하다 율 적용 돼다 충전 및 구매 시 10% 선 할인 을,1
7311,2021-03-03,2021,3,3,조선비즈언론사 선정,상 장사 금융 지주 1 명 안팎 은행 제로 BNKDGBJB 등 지방 은행 기반 회사 모두 남성 ESG 사다 부산 은행 경남 은행 전북 은행 광주 은행 대구 은행 그리고 신 금융 지주 사다 제주 은행 등 지방 은행 6 곳 42 명,1
7312,2019-08-22,2019,8,22,디지털데일리언론사 선정,앞서 DGB 대 구 은행 지난해 12 말 단행 2019년 임원 인사 에서 기존 디지털 및 IT 조직 인사 유임 시키다 CDO 늘다 황병욱 부행 장 CDO 늘다 신 왼 식 상무 CSIO 늘다 김상근 상무 맡다 있다 DGB 금융 그룹 2019년 을 DGB 디지털,1
